date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:44	270700/270700	---M--	200	added ('OK')	image/png	etag:%22v2a7f%22	http://3.bp.blogspot.com/-LmdiCK9FioM/VYYzukmEiPI/AAAAAAAAKn4/lNPJXnar1wc/s1600/steve-jobs-invert.png	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/3.bp.blogspot.com/-LmdiCK9FioM/VYYzukmEiPI/AAAAAAAAKn4/lNPJXnar1wc/s1600/steve-jobs-invert.png	(from https://magonedemo.blogspot.com/)
16:28:45	457908/457908	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Science	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Science.html	(from https://magonedemo.blogspot.com/)
16:28:45	457964/457964	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Accessories	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Accessories.html	(from https://magonedemo.blogspot.com/)
16:28:45	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Abstract	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Abstract.html	(from https://magonedemo.blogspot.com/)
16:28:47	457908/457908	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Adapted	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Adapted.html	(from https://magonedemo.blogspot.com/)
16:28:48	457908/457908	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Animals	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Animals.html	(from https://magonedemo.blogspot.com/)
16:28:49	457852/457852	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Art	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Art.html	(from https://magonedemo.blogspot.com/)
16:28:49	457866/457866	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Asia	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Asia.html	(from https://magonedemo.blogspot.com/)
16:28:51	457866/457866	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Bank	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Bank.html	(from https://magonedemo.blogspot.com/)
16:28:52	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Blogging	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Blogging.html	(from https://magonedemo.blogspot.com/)
16:28:53	457866/457866	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Book	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Book.html	(from https://magonedemo.blogspot.com/)
16:28:54	457880/457880	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Brain	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Brain.html	(from https://magonedemo.blogspot.com/)
16:28:55	457958/457958	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Build%20Jobs	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Build%20Jobs.html	(from https://magonedemo.blogspot.com/)
16:28:57	457894/457894	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Cancer	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Cancer.html	(from https://magonedemo.blogspot.com/)
16:28:58	457880/457880	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Cells	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Cells.html	(from https://magonedemo.blogspot.com/)
16:29:00	457936/457936	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Character	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Character.html	(from https://magonedemo.blogspot.com/)
16:29:01	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Children	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Children.html	(from https://magonedemo.blogspot.com/)
16:29:04	457964/457964	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Collections	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Collections.html	(from https://magonedemo.blogspot.com/)
16:29:05	457908/457908	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Company	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Company.html	(from https://magonedemo.blogspot.com/)
16:29:08	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Concepts	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Concepts.html	(from https://magonedemo.blogspot.com/)
16:29:10	457880/457880	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Crazy	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Crazy.html	(from https://magonedemo.blogspot.com/)
16:29:12	457880/457880	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Demos	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Demos.html	(from https://magonedemo.blogspot.com/)
16:29:14	457972/457972	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Digital%20Art	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Digital%20Art.html	(from https://magonedemo.blogspot.com/)
16:29:15	457950/457950	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Discovered	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Discovered.html	(from https://magonedemo.blogspot.com/)
16:29:17	457894/457894	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Events	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Events.html	(from https://magonedemo.blogspot.com/)
16:29:19	457922/457922	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Festival	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Festival.html	(from https://magonedemo.blogspot.com/)
16:29:30	457908/457908	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Flights	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Flights.html	(from https://magonedemo.blogspot.com/)
16:29:31	457866/457866	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Jun%202019%2009:42:32%20GMT	https://magonedemo.blogspot.com/search/label/Food	C:/My%20Web%20Sites/MagOne%20Paid%20Blogspot%20Theme/magonedemo.blogspot.com/search/label/Food.html	(from https://magonedemo.blogspot.com/)
